frame,player_id,x_center,y_center
112,23,37,523
112,50,538,423
112,66,582,279
112,2,907,398
112,56,215,152
112,47,194,304
112,6,474,156
112,70,1220,294
112,69,651,360
112,35,908,201
112,65,1195,242
112,40,746,377
112,62,881,355
112,73,1243,239
112,76,741,377
112,75,1270,584
112,77,458,300
112,42,37,541
113,23,27,524
113,2,903,398
113,62,872,354
113,56,203,152
113,47,183,304
113,69,651,361
113,66,576,279
113,6,467,156
113,35,904,201
113,70,1220,291
113,73,1238,237
113,50,535,424
113,40,738,375
113,65,1189,242
113,75,1273,580
114,2,896,397
114,23,23,525
114,66,573,279
114,70,1213,290
114,69,647,361
114,62,862,354
114,56,190,152
114,50,536,425
114,65,1183,244
114,6,457,155
114,35,896,198
114,47,174,304
114,75,720,384
114,73,1239,233
114,40,735,360
114,78,449,300
115,23,19,526
115,50,535,425
115,2,889,397
115,69,643,359
115,35,888,197
115,66,570,279
115,56,178,151
115,70,1206,288
115,6,447,154
115,62,854,354
115,47,163,304
115,65,1180,240
115,73,1237,231
115,75,715,370
115,40,731,357
116,2,888,399
116,50,529,424
116,6,437,154
116,40,708,367
116,66,562,278
116,35,881,197
116,73,1234,240
116,69,636,359
116,56,166,151
116,70,1202,285
116,23,16,526
116,47,150,303
116,65,1179,241
116,62,844,343
116,75,846,364
117,50,524,422
117,2,886,398
117,66,553,278
117,69,633,357
117,35,876,197
117,70,1198,283
117,73,1230,241
117,6,428,153
117,47,137,303
117,56,154,151
117,40,707,366
117,65,1174,244
117,23,12,511
117,62,835,350
117,79,1269,571
117,75,835,361
118,69,629,356
118,2,887,398
118,50,523,419
118,6,419,154
118,66,544,278
118,47,125,304
118,70,1195,281
118,73,1226,243
118,35,870,198
118,40,704,364
118,65,1175,247
118,56,143,148
118,62,824,353
118,79,1267,565
118,23,7,516
118,75,7,497
119,2,885,397
119,50,523,419
119,62,813,352
119,66,537,278
119,47,112,304
119,69,625,354
119,40,692,363
119,6,408,153
119,73,1222,243
119,65,1172,247
119,56,130,147
119,35,869,199
119,70,1192,282
119,79,1268,565
120,69,620,352
120,2,878,395
120,50,519,419
120,40,683,362
120,47,98,304
120,66,532,279
120,6,398,154
120,65,1163,246
120,73,1217,242
120,70,1185,280
120,56,115,148
120,35,857,199
120,62,804,355
120,79,1271,569
121,2,871,392
121,62,790,351
121,69,615,351
121,47,81,304
121,73,1208,239
121,50,507,419
121,35,851,198
121,6,388,153
121,80,683,359
121,56,100,148
121,66,527,280
121,70,1170,281
121,65,1157,244
121,40,676,362
121,79,1274,574
122,2,864,392
122,62,778,350
122,47,64,304
122,69,609,351
122,35,840,197
122,6,378,153
122,56,84,148
122,70,1162,279
122,80,682,354
122,65,1160,235
122,50,505,419
122,66,515,279
122,73,1202,235
122,79,1269,561
122,81,374,294
122,40,665,372
123,2,859,391
123,69,600,352
123,47,47,305
123,56,70,148
123,35,830,196
123,50,502,417
123,80,670,357
123,70,1153,279
123,62,769,351
123,79,1263,558
123,65,1156,233
123,66,507,280
123,6,365,152
123,73,1193,234
123,40,1202,252
123,81,367,293
124,2,854,393
124,81,663,357
124,62,760,349
124,47,32,304
124,35,822,198
124,50,495,416
124,66,498,279
124,79,1259,557
124,70,1146,277
124,69,593,352
124,56,55,148
124,73,1187,241
124,6,353,153
124,65,1151,233
125,50,491,416
125,6,345,153
125,79,1257,554
125,2,853,394
125,35,816,197
125,69,587,351
125,81,661,357
125,73,1190,242
125,62,751,349
125,56,43,149
125,47,21,304
125,70,1140,277
125,66,490,280
125,82,490,294
125,65,1149,233
125,83,346,291
126,50,491,416
126,66,488,279
126,82,587,348
126,62,744,350
126,56,32,148
126,79,1257,552
126,6,339,153
126,81,658,354
126,2,857,394
126,35,812,198
126,47,15,304
126,73,1190,243
126,70,1138,274
126,65,1149,231
126,69,1138,284
127,81,653,354
127,50,497,417
127,82,587,345
127,66,486,279
127,2,859,391
127,56,22,147
127,62,738,350
127,6,333,154
127,73,1188,245
127,79,1259,552
127,35,810,199
127,70,1136,275
127,47,11,304
127,65,1151,235
127,69,1267,553
128,62,733,351
128,50,494,418
128,2,857,390
128,81,650,354
128,66,482,280
128,82,587,344
128,6,326,154
128,73,1187,244
128,70,1137,276
128,35,813,200
128,79,1262,552
128,65,1156,244
128,56,15,147
128,47,7,304
129,50,493,418
129,2,854,389
129,62,727,352
129,56,9,147
129,81,645,356
129,82,585,344
129,66,477,280
129,35,811,199
129,6,320,155
129,73,1188,244
129,70,1134,276
129,65,1155,248
129,79,1265,552
129,84,665,338
130,62,720,352
130,2,852,387
130,50,488,418
130,66,476,280
130,35,803,197
130,70,1130,275
130,56,314,155
130,73,1183,244
130,82,579,343
130,81,644,356
130,65,1150,251
130,84,665,335
130,79,1270,565
130,6,1271,543
131,62,713,352
131,50,489,417
131,82,576,341
131,35,796,197
131,70,1125,275
131,2,855,388
131,66,476,279
131,56,307,154
131,73,1180,243
131,65,1149,249
131,84,662,333
131,85,653,359
131,6,1271,559
131,81,645,344
131,79,1271,580
132,62,704,352
132,35,792,198
132,82,577,338
132,66,469,279
132,70,1122,276
132,50,486,417
132,2,850,390
132,56,299,155
132,73,1179,244
132,65,1148,248
132,79,1268,573
132,81,647,346
132,6,1268,556
132,86,1270,541
132,84,655,338
132,87,1275,328
132,85,647,356
133,62,697,351
133,82,573,338
133,50,482,416
133,66,463,279
133,2,850,392
133,56,291,154
133,35,789,198
133,81,647,348
133,70,1117,277
133,73,1179,246
133,65,1146,250
133,87,1272,319
133,79,1266,569
133,6,1266,553
134,50,483,415
134,66,459,278
134,82,573,338
134,56,284,153
134,73,1180,247
134,70,1110,278
134,35,787,199
134,65,1143,253
134,88,858,391
134,87,1267,313
134,79,1265,568
134,2,695,349
134,81,644,347
134,6,1265,553
134,62,641,357
134,89,298,289
135,66,456,278
135,88,858,391
135,50,482,415
135,56,277,154
135,82,568,337
135,81,644,342
135,87,1265,313
135,70,1104,278
135,73,1179,248
135,65,1139,254
135,35,782,199
135,62,690,362
135,2,691,326
135,79,1266,566
135,6,1266,550
136,88,855,390
136,50,480,417
136,82,565,336
136,56,270,153
136,66,451,280
136,73,1174,249
136,81,641,342
136,87,1266,312
136,70,1096,278
136,35,779,200
136,62,685,363
136,65,1140,255
136,2,685,331
136,79,1268,563
136,90,685,349
136,6,1269,545
137,88,852,388
137,50,475,418
137,82,562,333
137,70,1086,277
137,56,263,155
137,87,1264,311
137,35,776,200
137,73,1169,250
137,66,447,280
137,62,679,363
137,81,640,343
137,65,1138,253
137,79,1271,557
137,2,677,333
138,88,849,385
138,82,560,328
138,87,1260,310
138,50,467,418
138,70,1074,275
138,66,446,280
138,35,770,198
138,56,258,154
138,62,673,363
138,73,1164,250
138,81,642,343
138,91,1269,555
138,65,1140,256
138,79,1137,257
138,2,651,342
138,92,647,332
139,87,1256,308
139,70,1060,274
139,82,555,327
139,35,764,199
139,66,440,280
139,56,249,154
139,88,851,385
139,91,1264,551
139,50,461,418
139,73,1163,252
139,2,669,353
139,65,1135,257
139,92,646,344
140,70,1043,273
140,66,432,281
140,82,554,327
140,35,759,201
140,87,1253,307
140,56,239,155
140,91,1260,549
140,50,457,416
140,92,640,342
140,88,846,386
140,2,662,367
140,73,1158,250
140,65,1136,258
140,93,634,349
140,94,460,439
141,70,1028,272
141,66,426,280
141,94,453,414
141,87,1250,307
141,91,1257,547
141,56,229,155
141,82,548,326
141,35,754,202
141,2,654,347
141,88,848,387
141,50,250,290
141,73,1150,251
141,95,1131,268
141,92,634,344
141,93,627,344
141,65,1131,257
142,87,1243,307
142,66,420,279
142,88,852,387
142,94,448,411
142,56,220,155
142,70,1012,272
142,82,542,326
142,35,746,201
142,50,243,291
142,95,1128,259
142,91,1258,545
142,92,645,365
142,93,627,346
142,2,1270,544
142,65,652,316
143,88,846,386
143,66,416,279
143,94,442,408
143,87,1234,306
143,56,211,155
143,70,996,272
143,35,743,203
143,82,535,324
143,91,1261,549
143,93,629,352
143,2,1124,258
143,65,650,320
143,95,1139,264
143,92,643,354
144,94,437,407
144,88,842,384
144,87,1227,305
144,93,624,353
144,82,530,321
144,96,408,280
144,56,201,156
144,2,1124,261
144,70,983,273
144,35,742,203
144,65,648,320
144,91,1266,550
144,66,224,291
145,88,839,383
145,94,428,410
145,93,616,354
145,56,194,156
145,87,1222,306
145,35,735,203
145,2,1123,263
145,65,646,318
145,91,1262,549
145,70,971,274
145,96,410,281
145,82,525,318
145,66,405,282
146,2,1214,306
146,94,425,410
146,35,728,203
146,70,958,274
146,91,1258,548
146,88,840,384
146,93,611,355
146,56,187,158
146,66,1119,263
146,82,523,318
146,96,406,280
146,65,643,328
146,87,1105,246
146,97,1110,249
147,94,418,412
147,2,1208,305
147,35,724,204
147,70,944,273
147,93,605,355
147,88,840,387
147,91,1257,547
147,96,401,281
147,56,179,159
147,87,849,387
147,82,518,317
147,65,640,330
147,97,1119,264
147,66,1103,262
148,94,413,414
148,96,395,281
148,2,1206,305
148,35,722,205
148,88,846,387
148,82,514,317
148,70,933,273
148,91,1258,545
148,56,171,160
148,97,1118,264
148,93,602,354
148,66,1097,258
148,65,640,331
149,94,408,416
149,56,164,161
149,35,718,206
149,96,391,280
149,70,921,273
149,93,600,354
149,88,854,388
149,82,510,312
149,65,643,333
149,97,1115,264
149,66,1095,258
149,91,1261,547
149,2,1203,306
149,98,1208,302
150,88,853,389
150,94,401,419
150,93,594,355
150,96,388,281
150,82,506,310
150,56,158,161
150,97,1115,265
150,35,715,208
150,65,648,334
150,2,1205,306
150,70,907,273
150,66,1090,257
150,91,1268,548
151,88,852,388
151,94,393,420
151,96,387,281
151,82,503,307
151,93,589,355
151,2,1202,306
151,35,715,209
151,56,151,162
151,70,891,273
151,65,649,336
151,97,1115,266
151,66,1085,257
151,91,1271,549
152,88,853,384
152,2,1201,306
152,94,384,421
152,93,585,355
152,97,1115,268
152,96,382,282
152,82,501,307
152,56,147,163
152,35,715,209
152,66,1081,257
152,70,876,274
152,65,644,336
152,91,1267,560
153,94,377,421
153,88,856,385
153,2,1200,305
153,35,711,210
153,66,1080,258
153,93,583,356
153,56,145,164
153,82,499,308
153,91,1264,561
153,65,650,336
153,70,865,274
153,96,381,283
153,97,1114,271
154,88,858,386
154,94,373,421
154,2,1201,306
154,93,579,356
154,35,708,209
154,56,141,164
154,82,496,307
154,70,856,276
154,66,1076,258
154,65,649,336
154,96,383,284
154,97,1112,271
154,91,1265,558
154,99,173,294
155,94,370,421
155,2,1203,307
155,35,705,210
155,93,577,358
155,70,848,276
155,88,864,386
155,66,1072,257
155,97,1112,272
155,56,135,164
155,96,384,282
155,65,648,335
155,82,493,306
155,91,1268,553
156,65,650,331
156,2,1203,307
156,94,370,422
156,66,1070,255
156,93,572,358
156,56,128,165
156,88,873,387
156,82,488,304
156,35,705,211
156,96,379,282
156,97,1110,272
156,70,834,276
157,94,368,422
157,93,566,357
157,66,1065,255
157,2,1203,308
157,88,874,386
157,97,1107,272
157,82,483,300
157,56,123,165
157,65,655,332
157,35,703,212
157,70,826,275
157,96,375,281
158,94,366,422
158,88,875,385
158,2,1202,307
158,93,561,356
158,96,371,280
158,82,478,296
158,97,1106,272
158,66,1059,254
158,56,117,166
158,70,808,274
158,65,667,331
158,35,700,213
159,88,875,383
159,2,1194,308
159,93,556,356
159,97,1105,272
159,94,360,422
159,96,367,280
159,82,475,295
159,66,1054,254
159,56,111,167
159,70,797,272
159,100,670,327
159,35,705,213
159,65,672,336
160,2,1189,308
160,97,1102,273
160,93,552,356
160,94,355,421
160,96,365,281
160,66,1049,254
160,65,668,332
160,82,473,296
160,70,785,270
160,56,106,168
160,88,878,379
160,35,703,212
160,101,889,379
160,100,155,295
160,102,909,403
161,94,349,421
161,97,1098,274
161,93,551,355
161,70,773,271
161,65,666,332
161,2,1184,308
161,66,1045,255
161,56,102,168
161,96,361,282
161,82,473,296
161,88,887,385
161,35,698,211
161,101,896,383
162,94,343,419
162,70,762,273
162,93,549,355
162,65,666,329
162,2,1182,308
162,88,884,385
162,66,1042,255
162,97,1099,273
162,35,693,211
162,82,469,295
162,56,99,167
162,96,360,283
163,66,1039,256
163,94,339,420
163,65,664,325
163,93,549,354
163,70,753,274
163,2,1184,308
163,88,893,384
163,35,688,210
163,82,463,293
163,97,1098,273
163,96,361,283
163,56,91,167
164,94,335,421
164,66,1036,257
164,65,667,323
164,70,742,276
164,93,542,353
164,82,456,290
164,2,1185,308
164,35,687,210
164,88,896,384
164,56,82,168
164,97,1093,272
164,96,356,283
165,93,537,351
165,97,1087,271
165,70,730,277
165,65,669,324
165,82,451,287
165,66,1031,257
165,2,1183,308
165,56,76,167
165,96,351,283
165,94,333,422
165,35,685,211
165,88,895,382
166,66,1022,258
166,97,1083,271
166,88,895,378
166,93,531,348
166,94,326,421
166,96,345,281
166,2,1178,310
166,82,447,285
166,56,69,168
166,65,678,324
166,70,721,277
166,35,683,211
167,66,1012,258
167,88,897,376
167,97,1080,271
167,2,1174,310
167,93,526,347
167,96,341,281
167,94,320,420
167,82,445,285
167,70,709,276
167,65,672,324
167,56,64,168
167,35,678,212
167,103,131,292
168,94,315,420
168,66,1003,257
168,93,523,347
168,103,123,290
168,2,1172,312
168,96,338,282
168,88,903,376
168,97,1075,272
168,70,699,273
168,56,59,168
168,82,441,285
168,35,676,212
168,65,676,324
169,94,310,419
169,2,1172,312
169,66,998,256
169,93,520,347
169,56,57,168
169,65,674,323
169,96,334,282
169,35,672,211
169,88,913,378
169,82,435,284
169,103,117,290
169,97,1073,272
169,70,689,270
170,94,307,420
170,35,666,210
170,2,1172,312
170,56,49,168
170,66,995,256
170,96,329,283
170,104,911,379
170,70,676,275
170,65,675,320
170,82,428,283
170,97,1072,272
170,93,519,344
170,88,905,378
170,105,520,367
170,103,113,287
170,106,519,353
171,2,1172,312
171,35,663,209
171,94,304,421
171,66,992,254
171,65,671,316
171,97,1067,271
171,82,421,280
171,96,330,283
171,106,517,348
171,56,40,169
171,104,912,379
171,70,668,275
172,82,415,278
172,2,1168,312
172,56,32,169
172,94,304,421
172,104,915,379
172,97,1062,271
172,106,509,349
172,66,990,254
172,65,674,313
172,35,659,211
172,96,328,283
172,70,660,276
172,107,27,90
173,104,914,376
173,2,1163,311
173,82,411,275
173,106,503,347
173,94,302,422
173,56,26,170
173,97,1057,271
173,96,324,282
173,65,685,313
173,66,986,252
173,70,650,276
173,35,656,211
173,107,15,86
174,2,1159,311
174,96,318,281
174,82,407,274
174,106,498,345
174,97,1055,270
174,104,914,374
174,94,304,422
174,56,19,171
174,70,641,275
174,65,685,315
174,35,656,210
174,66,981,252
174,108,105,288
174,107,8,84
175,2,1157,310
175,94,297,420
175,96,313,279
175,106,496,342
175,97,1052,271
175,70,629,275
175,82,405,274
175,66,976,252
175,108,99,288
175,35,657,210
175,104,918,372
175,56,15,171
175,65,684,315
176,2,1157,310
176,96,310,280
176,94,292,420
176,106,492,342
176,108,92,286
176,70,621,274
176,104,934,374
176,97,1052,271
176,65,680,316
176,66,970,252
176,56,11,171
176,82,404,275
176,35,652,209
177,94,288,418
177,106,488,343
177,96,309,281
177,97,1048,271
177,66,965,253
177,2,1159,309
177,35,645,208
177,104,920,376
177,65,680,315
177,70,611,273
177,56,8,167
177,82,399,273
177,108,89,284
178,65,681,313
178,94,286,417
178,66,959,255
178,97,1042,270
178,35,640,208
178,96,304,282
178,82,393,272
178,104,928,376
178,2,1161,309
178,56,5,164
178,70,605,273
178,106,489,343
178,108,86,281
179,97,1035,269
179,65,677,308
179,94,284,418
179,66,954,255
179,35,638,208
179,104,936,375
179,82,388,271
179,106,490,343
179,96,301,282
179,2,1156,308
179,70,600,273
180,97,1031,269
180,65,679,307
180,35,636,209
180,104,933,374
180,66,947,256
180,82,384,268
180,94,284,419
180,106,485,342
180,2,1149,307
180,70,595,274
180,109,303,281
180,96,298,285
180,110,295,303
180,111,1159,287
180,112,1156,294
181,104,932,372
181,66,939,256
181,65,678,306
181,82,381,265
181,106,480,340
181,97,1027,269
181,35,633,211
181,2,1148,308
181,109,299,281
181,94,283,420
181,70,587,277
181,110,79,283
182,106,474,337
182,104,932,367
182,2,1148,308
182,65,680,308
182,66,931,256
182,82,376,262
182,94,285,420
182,109,293,279
182,97,1025,270
182,35,630,211
182,70,583,277
182,110,78,282
183,106,470,335
183,109,287,279
183,104,936,368
183,2,1148,308
183,94,279,419
183,65,684,308
183,82,373,263
183,35,629,211
183,70,577,278
183,97,1023,271
183,66,925,257
183,113,944,261
183,110,71,282
183,114,936,259
184,109,281,280
184,110,64,281
184,104,936,370
184,70,571,279
184,94,273,419
184,106,466,333
184,66,925,256
184,2,1147,310
184,35,626,211
184,97,1015,270
184,82,370,265
184,65,681,309
185,94,267,418
185,110,57,277
185,109,278,281
185,97,1007,270
185,104,938,370
185,106,460,335
185,35,618,209
185,66,923,256
185,65,681,309
185,70,560,279
185,2,1139,309
185,82,364,265
186,94,262,418
186,2,1129,310
186,97,997,270
186,106,455,336
186,35,610,209
186,65,672,307
186,70,543,280
186,82,355,264
186,109,276,282
186,104,941,370
186,66,918,258
186,110,51,277
187,97,990,269
187,65,663,304
187,2,1122,310
187,94,257,419
187,104,936,370
187,70,604,210
187,66,909,257
187,82,344,263
187,110,527,283
187,109,268,284
187,106,449,332
187,35,451,355
188,65,660,304
188,94,249,421
188,97,983,269
188,104,932,368
188,66,900,259
188,82,334,262
188,110,512,284
188,70,598,211
188,109,258,285
188,2,1117,314
188,106,444,337
188,115,1130,295
189,66,891,259
189,104,927,365
189,82,328,261
189,94,244,422
189,70,590,212
189,65,657,303
189,110,498,285
189,2,1112,312
189,106,434,338
189,97,980,270
189,109,251,285
190,104,926,365
190,106,423,335
190,66,882,260
190,82,318,260
190,110,482,285
190,65,653,306
190,97,978,269
190,94,240,422
190,2,1110,312
190,70,583,213
190,109,241,285
190,116,1119,308
191,106,412,333
191,66,875,261
191,94,232,423
191,104,920,365
191,82,306,261
191,110,465,285
191,109,229,282
191,97,965,269
191,2,18,274
191,65,648,305
191,116,1111,312
191,70,579,213
192,106,404,332
192,104,920,367
192,109,217,281
192,97,953,269
192,94,222,422
192,2,14,274
192,82,292,261
192,70,568,213
192,110,450,285
192,65,643,306
192,117,1090,314
192,118,1108,302
192,116,1099,313
192,66,866,272
192,119,875,258
193,94,211,420
193,97,941,267
193,70,557,211
193,104,922,366
193,65,638,304
193,106,390,329
193,82,285,262
193,109,206,279
193,117,1082,312
193,119,862,260
193,110,432,286
193,2,11,275
193,118,1104,302
193,116,1099,307
194,104,913,365
194,94,200,420
194,65,628,303
194,70,546,212
194,97,932,266
194,117,1074,311
194,82,276,260
194,106,381,332
194,119,847,270
194,110,411,288
194,109,201,275
194,116,859,249
194,2,6,289
194,118,1097,291
195,104,903,362
195,65,618,300
195,117,1067,309
195,70,536,211
195,118,922,267
195,94,196,419
195,82,260,257
195,110,395,290
195,109,187,276
195,119,834,269
195,116,849,248
195,97,371,331
195,106,371,343
196,65,610,297
196,94,180,421
196,82,245,255
196,70,525,212
196,117,1062,311
196,104,894,359
196,118,913,268
196,110,377,289
196,119,824,260
196,109,178,283
196,120,368,335
196,121,186,302
196,97,363,326
196,122,842,268
196,106,356,327
196,116,829,252
197,104,886,357
197,65,600,296
197,82,229,253
197,116,1051,311
197,70,519,213
197,109,165,285
197,94,172,422
197,118,905,264
197,97,813,264
197,117,1272,435
197,106,352,332
197,110,354,291
197,119,830,245
197,122,897,357
198,82,216,251
198,94,164,423
198,122,890,356
198,65,593,297
198,70,503,213
198,109,152,282
198,118,892,263
198,110,330,294
198,97,803,263
198,104,336,344
198,117,1266,436
198,123,1040,321
198,124,350,315
198,116,1050,300
198,106,340,312
198,119,814,254
199,94,149,424
199,109,136,286
199,65,587,298
199,117,1259,449
199,70,493,213
199,110,310,294
199,82,205,251
199,106,326,328
199,118,876,263
199,122,882,357
199,123,1032,319
199,97,793,259
199,116,1045,290
199,125,1270,451
200,118,864,262
200,106,312,326
200,94,135,421
200,109,123,285
200,70,479,211
200,117,1252,446
200,65,580,297
200,110,292,299
200,82,190,252
200,97,786,255
200,123,1018,316
200,116,1036,292
200,122,865,358
200,126,870,355
201,117,1246,444
201,118,854,261
201,106,299,325
201,70,466,209
201,94,122,421
201,97,779,257
201,65,567,296
201,109,114,284
201,82,176,253
201,123,1006,311
201,127,280,290
201,128,866,347
201,110,277,298
201,126,860,383
201,129,1028,318
201,116,1026,285
201,122,864,356
202,117,1233,443
202,65,556,292
202,94,110,419
202,70,453,209
202,122,854,354
202,110,843,262
202,109,106,284
202,106,288,326
202,82,160,252
202,97,763,258
202,127,262,295
202,123,1000,309
202,129,1017,291
202,116,1021,311
202,118,1007,297
203,117,1219,440
203,94,101,420
203,122,843,351
203,106,275,325
203,65,545,290
203,109,82,286
203,82,143,249
203,127,245,298
203,110,834,262
203,129,748,258
203,70,447,210
203,118,1007,303
203,123,993,307
203,97,766,256
204,94,86,422
204,117,1205,436
204,122,832,350
204,97,737,257
204,82,126,247
204,109,72,286
204,65,538,289
204,70,438,210
204,106,265,327
204,110,825,261
204,127,226,298
204,123,982,314
204,129,998,282
205,117,1189,432
205,94,79,424
205,127,209,297
205,82,108,247
205,70,419,211
205,122,825,350
205,109,59,286
205,97,729,255
205,106,252,327
205,110,809,259
205,65,530,290
205,130,982,317
205,129,984,293
205,123,969,299
206,117,1168,429
206,82,92,246
206,127,192,298
206,94,69,425
206,109,44,287
206,65,519,291
206,122,816,349
206,110,793,259
206,97,717,257
206,70,409,211
206,106,236,326
206,123,963,314
206,129,973,287
207,117,1145,422
207,109,28,286
207,110,781,257
207,127,171,299
207,94,52,426
207,70,393,210
207,106,219,324
207,82,79,246
207,129,955,300
207,122,810,350
207,65,513,291
207,123,717,256
207,97,705,255
208,94,37,424
208,117,1122,418
208,106,203,323
208,127,154,300
208,110,771,256
208,109,20,282
208,70,378,208
208,82,59,247
208,129,941,299
208,65,495,298
208,123,696,257
208,122,808,350
208,131,802,372
208,132,505,278
208,97,802,360
209,117,1101,415
209,106,190,322
209,129,928,301
209,94,29,421
209,127,136,302
209,97,798,350
209,70,364,207
209,109,15,284
209,110,758,257
209,131,684,265
209,82,44,247
209,65,485,289
209,123,695,242
210,65,474,285
210,129,919,300
210,117,1081,414
210,127,121,303
210,94,25,420
210,106,176,322
210,70,352,208
210,110,746,257
210,82,31,246
210,97,785,349
210,131,672,263
210,109,6,285
210,123,684,242
211,65,468,282
211,117,1061,411
211,97,773,345
211,106,163,323
211,70,340,208
211,94,18,421
211,127,110,303
211,82,17,245
211,129,911,300
211,110,736,257
211,131,661,253
211,123,674,264
212,97,762,344
212,65,459,283
212,131,650,251
212,117,1040,406
212,70,329,210
212,82,11,239
212,129,901,301
212,127,93,302
212,94,11,422
212,110,723,255
212,123,152,336
212,106,152,322
213,117,1021,404
213,127,74,304
213,131,642,250
213,97,757,342
213,70,318,210
213,110,710,255
213,65,451,284
213,133,901,301
213,106,144,316
213,82,6,412
213,123,147,339
213,129,894,301
214,127,58,304
214,117,1003,402
214,110,701,252
214,131,633,251
214,106,134,323
214,97,758,343
214,70,311,210
214,65,447,285
214,133,893,287
214,129,883,317
215,117,987,402
215,127,44,304
215,106,119,323
215,110,692,250
215,70,298,209
215,129,876,313
215,133,885,287
215,97,743,343
215,131,623,253
215,65,439,286
215,134,742,370
216,106,106,321
216,117,974,401
216,127,32,305
216,70,287,209
216,129,864,310
216,110,683,251
216,65,428,296
216,135,444,266
216,97,735,327
216,133,878,281
216,134,739,368
216,136,625,265
216,137,620,240
216,138,614,247
216,131,610,256
217,127,24,307
217,65,420,279
217,106,96,319
217,70,277,206
217,129,860,310
217,134,733,343
217,110,672,251
217,131,611,252
217,117,961,396
217,133,874,291
217,137,872,275
218,106,87,318
218,129,855,294
218,65,415,278
218,117,948,397
218,70,268,207
218,127,19,307
218,131,603,250
218,110,663,250
218,134,724,343
219,117,934,395
219,106,78,319
219,129,849,295
219,127,13,301
219,134,713,340
219,131,593,250
219,70,260,209
219,110,654,246
219,139,920,396
219,140,421,285
219,65,426,278
220,129,841,297
220,117,920,392
220,131,584,249
220,106,70,320
220,110,643,247
220,134,707,337
220,140,258,209
220,65,418,280
220,127,7,298
221,117,906,388
221,131,579,248
221,129,836,298
221,134,701,335
221,110,635,245
221,140,247,209
221,65,408,279
221,106,64,321
222,117,890,386
222,129,835,298
222,106,56,320
222,134,694,336
222,110,626,244
222,131,573,249
222,140,239,208
222,65,402,280
223,117,874,386
223,65,394,279
223,106,44,319
223,129,829,297
223,140,230,207
223,131,566,251
223,110,615,243
223,134,693,337
223,141,1267,183
223,142,691,353
224,117,860,387
224,106,33,318
224,140,220,207
224,129,820,298
224,65,388,279
224,110,603,243
224,134,690,337
224,141,1259,181
224,142,561,263
224,131,570,241
225,106,29,316
225,129,813,297
225,140,212,207
225,65,382,275
225,117,848,385
225,141,1252,182
225,110,593,243
225,134,680,337
225,131,560,252
226,65,378,275
226,129,810,296
226,117,836,385
226,140,206,208
226,134,674,335
226,106,24,310
226,141,1241,182
226,110,584,242
226,131,552,253
227,134,668,332
227,65,379,276
227,117,826,383
227,129,806,299
227,140,204,210
227,131,544,252
227,110,578,239
227,106,19,315
228,117,813,383
228,134,664,332
228,65,375,278
228,129,801,301
228,106,16,320
228,131,539,251
228,140,193,211
228,110,570,239
229,134,659,334
229,117,801,385
229,106,13,322
229,65,373,280
229,129,795,305
229,143,659,353
229,140,190,212
229,110,560,244
229,144,1212,184
229,131,533,253
229,145,536,253
230,117,792,384
230,140,185,213
230,129,792,307
230,65,373,282
230,134,656,328
230,106,9,315
230,110,551,235
230,143,661,359
230,131,530,254
230,144,1206,184
230,145,536,253
230,146,539,249
230,147,550,256
231,140,179,213
231,117,786,384
231,134,655,335
231,146,787,309
231,65,371,287
231,106,7,310
231,147,542,267
231,110,544,236
231,144,1196,183
231,129,802,329
231,131,524,247
231,145,377,272
232,65,367,282
232,140,173,214
232,117,783,381
232,146,783,310
232,134,651,334
232,110,536,237
232,147,530,270
232,106,5,310
232,144,1188,183
233,65,364,279
233,140,170,215
233,134,647,334
233,146,778,310
233,117,779,381
233,147,524,267
233,110,532,235
233,144,1181,184
234,140,166,216
234,65,365,281
234,134,644,330
234,117,775,381
234,146,777,311
234,110,524,229
234,147,518,268
234,144,1173,186
235,134,640,330
235,144,1169,188
235,146,775,312
235,117,771,381
235,65,372,282
235,140,163,219
235,148,507,268
235,147,520,264
235,149,507,256
235,150,519,247
235,110,518,235
236,117,767,378
236,144,1164,190
236,146,782,306
236,140,162,221
236,134,638,330
236,149,514,255
236,110,506,236
236,65,377,288
236,150,522,253
236,148,500,267
237,117,763,379
237,144,1160,192
237,65,368,286
237,140,163,221
237,134,638,333
237,146,778,306
237,150,521,255
237,110,501,238
237,148,494,270
238,117,761,379
238,134,635,334
238,146,773,304
238,140,157,221
238,65,373,287
238,110,494,243
238,144,515,255
238,148,523,281
238,150,518,278
238,151,520,282
239,134,629,333
239,146,769,312
239,117,757,379
239,140,152,221
239,65,370,287
239,110,487,242
239,144,512,248
239,148,513,273
239,150,1152,198
240,134,627,332
240,140,150,220
240,146,766,313
240,65,369,287
240,117,751,380
240,110,481,240
240,144,510,261
240,150,1145,199
241,134,626,328
241,140,148,222
241,65,369,286
241,146,764,314
241,117,747,379
241,144,505,260
241,110,477,239
242,65,374,286
242,146,761,318
242,117,743,377
242,134,622,329
242,140,147,224
242,144,501,261
242,110,474,240
243,144,499,260
243,65,376,290
243,117,742,377
243,140,143,227
243,146,758,320
243,134,620,331
243,110,469,240
243,152,893,121
244,144,501,260
244,110,463,241
244,117,737,374
244,140,145,229
244,134,620,332
244,146,758,321
244,65,378,293
244,152,884,123
245,110,457,242
245,140,145,230
245,117,733,372
245,144,505,262
245,134,618,324
245,146,755,319
