frame,player_id,x_center,y_center
38,9,885,244
38,6,967,118
38,8,623,195
38,7,1187,169
38,13,818,131
38,36,1083,403
38,35,1273,326
38,34,763,484
38,26,776,446
39,23,476,481
39,4,268,317
39,1,688,199
39,22,546,455
39,6,966,119
39,2,1039,233
39,33,603,449
39,8,620,196
39,9,880,245
39,7,1189,169
39,13,817,132
39,35,1270,325
39,37,753,476
39,38,1073,414
39,36,1084,394
39,39,1069,420
39,34,756,455
39,26,764,450
40,22,541,453
40,23,473,482
40,4,267,318
40,1,687,200
40,2,1036,233
40,6,964,119
40,33,605,450
40,9,876,247
40,8,618,196
40,13,816,132
40,35,1267,325
40,7,1189,169
40,36,1083,395
40,37,737,483
40,26,755,450
40,39,1059,422
40,34,743,460
41,34,731,465
41,23,469,483
41,4,266,317
41,1,685,200
41,2,1033,234
41,33,610,449
41,6,963,119
41,22,537,452
41,9,871,249
41,7,1190,169
41,13,815,133
41,8,616,195
41,36,1077,397
41,35,1264,324
41,39,1055,424
41,37,1059,419
42,33,610,447
42,22,531,450
42,23,466,483
42,6,961,120
42,4,264,316
42,9,868,250
42,2,1030,236
42,34,725,468
42,37,1061,409
42,1,683,200
42,7,1190,171
42,35,1258,325
42,13,815,133
42,8,615,196
43,23,462,483
43,4,262,316
43,22,524,449
43,6,960,121
43,1,681,201
43,2,1027,237
43,7,1189,173
43,33,614,446
43,35,1252,326
43,37,1054,421
43,9,863,251
43,13,814,134
43,8,613,197
43,40,1068,400
43,41,722,478
43,34,710,484
44,34,713,467
44,35,1248,326
44,23,460,483
44,33,619,444
44,22,517,448
44,4,258,316
44,13,811,134
44,2,1024,238
44,6,958,123
44,7,1189,174
44,9,857,252
44,41,1051,419
44,1,679,201
44,8,610,197
44,37,1057,408
44,42,1068,399
44,40,1063,403
45,35,1242,328
45,23,456,483
45,34,704,465
45,22,509,449
45,33,633,444
45,2,1020,238
45,4,254,315
45,7,1189,175
45,6,957,122
45,9,851,252
45,8,606,197
45,1,675,201
45,13,810,134
45,42,1058,407
45,41,1043,419
45,37,1042,428
45,40,1048,412
46,35,1238,330
46,37,696,461
46,40,1047,410
46,33,633,443
46,8,602,198
46,2,1016,238
46,7,1188,176
46,6,954,122
46,22,501,447
46,4,250,315
46,23,448,503
46,9,845,252
46,42,670,202
46,13,809,130
46,34,466,463
46,1,806,144
47,40,1043,412
47,8,598,198
47,35,1233,331
47,2,1011,238
47,7,1187,176
47,33,632,442
47,37,690,456
47,6,952,122
47,22,492,450
47,4,245,314
47,9,838,252
47,23,445,502
47,42,667,201
47,13,806,134
47,34,462,466
48,40,1039,414
48,35,1224,330
48,33,635,438
48,37,679,472
48,8,595,198
48,9,832,253
48,2,1005,238
48,23,440,504
48,6,949,122
48,22,487,453
48,42,663,201
48,43,693,438
48,7,1185,176
48,13,802,134
48,4,239,316
48,34,457,469
49,40,1032,417
49,35,1218,331
49,33,636,434
49,2,999,239
49,8,592,199
49,6,946,123
49,37,672,469
49,4,232,316
49,22,480,455
49,9,824,255
49,7,1184,176
49,23,436,507
49,43,688,438
49,42,656,202
49,13,800,136
50,35,1210,333
50,40,1026,419
50,33,633,433
50,42,650,203
50,2,993,241
50,8,587,200
50,43,684,434
50,6,941,124
50,37,667,466
50,4,224,317
50,7,1182,176
50,9,818,256
50,22,474,455
50,13,794,136
50,23,432,508
50,44,447,476
51,40,1021,422
51,35,1200,334
51,33,633,433
51,42,644,203
51,22,468,454
51,8,582,200
51,2,987,242
51,23,428,493
51,7,1180,176
51,6,937,125
51,4,217,317
51,9,810,257
51,13,788,137
51,43,676,431
51,45,911,275
51,37,663,453
51,44,668,432
52,35,1191,336
52,33,630,434
52,40,1016,424
52,2,982,244
52,42,638,204
52,4,210,318
52,8,577,200
52,7,1178,176
52,23,424,493
52,22,462,453
52,6,933,127
52,13,783,138
52,37,665,442
52,9,801,259
53,35,1182,339
53,40,1011,426
53,42,632,205
53,4,204,319
53,2,975,244
53,7,1176,176
53,33,630,431
53,13,777,139
53,23,419,494
53,8,571,201
53,6,928,128
53,22,452,452
53,37,656,439
53,9,794,259
53,46,641,436
54,35,1173,341
54,40,1007,427
54,23,415,493
54,2,969,245
54,7,1173,177
54,4,198,320
54,42,627,206
54,8,563,202
54,6,922,130
54,9,787,260
54,22,444,433
54,37,650,438
54,33,632,430
55,35,1160,342
55,40,1005,427
55,4,192,320
55,2,963,246
55,37,648,433
55,42,621,207
55,9,780,262
55,23,411,507
55,6,916,132
55,47,766,141
55,7,1168,178
55,8,555,203
55,22,434,430
55,33,630,432
55,48,424,471
55,49,637,431
56,35,1152,344
56,40,1004,427
56,42,614,208
56,4,185,321
56,23,406,494
56,2,956,247
56,9,771,263
56,33,640,433
56,47,760,142
56,7,1163,180
56,22,425,427
56,6,910,133
56,8,547,203
57,40,1005,427
57,35,1144,345
57,33,635,430
57,4,179,322
57,23,402,495
57,6,905,134
57,2,949,248
57,7,1157,182
57,42,607,209
57,9,761,265
57,47,753,143
57,8,539,206
57,22,417,424
58,40,1006,427
58,23,397,498
58,35,1138,347
58,6,898,135
58,42,599,209
58,7,1150,184
58,2,941,250
58,8,530,206
58,9,752,267
58,4,171,322
58,33,623,431
58,47,746,144
58,22,407,426
58,50,648,423
59,7,1145,186
59,23,391,500
59,40,1006,426
59,35,1131,349
59,6,892,135
59,4,164,322
59,2,933,251
59,9,743,270
59,8,522,207
59,42,591,210
59,47,739,145
59,22,399,436
59,33,617,430
59,50,648,413
59,51,1269,99
60,23,387,502
60,40,1004,427
60,7,1140,188
60,35,1124,349
60,6,886,135
60,8,513,208
60,2,926,252
60,33,613,430
60,22,388,441
60,9,735,270
60,42,583,211
60,47,732,145
60,4,155,324
60,50,648,414
61,7,1133,190
61,35,1116,349
61,2,919,254
61,8,504,209
61,23,381,504
61,40,1001,424
61,6,880,135
61,33,604,429
61,22,378,444
61,47,725,146
61,9,726,271
61,42,574,211
61,50,645,419
61,4,147,324
61,52,862,286
62,23,375,505
62,35,1107,351
62,7,1128,190
62,40,997,429
62,22,369,447
62,6,875,135
62,8,497,210
62,33,599,429
62,2,912,254
62,4,138,325
62,42,565,212
62,9,716,272
62,50,645,413
62,47,718,146
62,52,857,286
63,40,993,429
63,35,1098,352
63,22,362,448
63,2,903,255
63,23,369,504
63,33,594,430
63,6,869,137
63,50,641,415
63,7,1124,190
63,42,557,213
63,8,489,210
63,4,131,325
63,47,710,147
63,9,707,273
64,40,987,429
64,9,1087,354
64,50,637,414
64,22,352,449
64,23,366,505
64,33,589,429
64,2,896,255
64,42,549,214
64,8,482,211
64,4,123,326
64,6,864,139
64,35,1122,191
64,7,849,287
64,47,703,148
65,9,1077,357
65,40,986,429
65,22,344,450
65,2,888,257
65,50,639,411
65,6,858,140
65,42,541,215
65,4,116,327
65,23,360,516
65,35,1123,192
65,8,474,212
65,47,594,425
65,33,585,427
65,53,380,485
65,7,845,287
65,54,691,276
66,9,1069,360
66,40,986,429
66,50,640,411
66,22,333,450
66,2,881,258
66,23,358,511
66,42,533,215
66,6,851,142
66,8,465,212
66,4,109,328
66,35,1121,193
66,33,584,426
66,47,689,150
66,53,377,482
67,33,585,424
67,9,1062,362
67,23,358,504
67,40,984,429
67,22,324,449
67,2,873,258
67,50,644,410
67,6,844,142
67,42,525,216
67,4,101,329
67,35,1118,192
67,8,457,213
67,47,675,278
67,55,1209,105
68,33,588,424
68,9,1055,364
68,40,982,428
68,22,315,446
68,23,357,503
68,50,645,410
68,6,838,143
68,2,865,260
68,35,1113,194
68,42,516,218
68,4,93,330
68,47,666,280
68,8,448,214
68,56,675,152
69,9,1050,366
69,22,306,446
69,2,858,261
69,33,589,423
69,50,645,410
69,40,977,429
69,23,355,504
69,47,658,282
69,42,507,218
69,4,83,330
69,6,831,143
69,8,439,214
69,35,1109,195
69,56,668,153
70,9,1046,366
70,40,973,429
70,22,296,446
70,50,645,406
70,23,349,506
70,33,587,421
70,4,73,330
70,6,824,145
70,42,497,219
70,2,851,262
70,56,660,152
70,8,429,214
70,47,648,282
70,35,1106,193
71,9,1041,367
71,40,972,429
71,22,287,446
71,50,647,402
71,2,842,264
71,42,489,219
71,33,592,413
71,4,63,332
71,35,1103,197
71,6,817,146
71,8,418,214
71,23,343,507
71,47,640,282
71,56,653,153
72,9,1036,368
72,23,336,509
72,22,279,445
72,50,651,403
72,4,54,333
72,33,588,417
72,56,645,153
72,2,835,265
72,6,810,146
72,8,408,215
72,47,630,283
72,42,479,220
72,35,1106,198
72,40,977,430
73,9,1031,369
73,22,270,445
73,33,579,420
73,23,328,511
73,4,44,334
73,50,653,402
73,6,803,147
73,42,469,221
73,2,826,267
73,8,398,215
73,35,1098,198
73,47,621,284
73,40,977,430
73,56,636,154
73,57,793,294
73,58,968,414
74,9,1028,369
74,40,971,429
74,33,578,421
74,35,1095,198
74,50,647,402
74,22,261,440
74,23,321,511
74,4,35,335
74,8,387,215
74,56,628,153
74,2,818,268
74,47,612,286
74,42,459,221
74,6,797,147
74,57,786,295
75,22,253,440
75,9,1025,370
75,50,646,400
75,23,314,513
75,40,966,429
75,33,579,421
75,35,1090,197
75,2,810,269
75,4,26,337
75,56,620,154
75,8,377,215
75,6,790,148
75,42,449,221
75,47,603,287
75,57,777,294
76,23,308,514
76,9,1019,370
76,40,959,428
76,4,18,337
76,50,647,396
76,22,245,439
76,2,803,270
76,33,578,421
76,35,1085,197
76,47,593,289
76,42,438,222
76,6,783,148
76,56,611,153
76,8,366,216
76,57,770,295
77,40,956,428
77,9,1013,370
77,22,236,441
77,2,795,270
77,35,1082,198
77,50,651,396
77,47,583,290
77,4,14,338
77,8,356,216
77,23,301,520
77,33,573,422
77,56,603,154
77,6,776,148
77,42,428,222
77,57,763,295
77,59,1273,343
77,60,316,495
78,9,1010,372
78,40,952,428
78,2,789,271
78,22,230,442
78,33,573,420
78,23,299,514
78,50,651,396
78,47,574,291
78,8,345,217
78,35,1079,198
78,59,1267,344
78,56,595,154
78,6,769,149
78,42,417,223
78,60,9,341
78,4,5,337
79,9,1008,374
79,50,649,396
79,22,222,442
79,40,949,428
79,23,296,515
79,2,782,271
79,47,566,291
79,59,1260,346
79,42,406,223
79,56,587,154
79,8,335,217
79,6,762,150
79,35,1077,199
79,4,584,411
79,61,594,431
79,60,4,352
79,33,575,418
80,22,215,442
80,9,1008,376
80,40,945,427
80,50,653,391
80,23,294,515
80,2,778,273
80,59,1251,347
80,8,325,217
80,6,755,150
80,47,558,292
80,56,579,155
80,42,395,224
80,61,576,420
80,35,1076,198
81,22,206,441
81,9,1006,377
81,40,941,426
81,23,288,515
81,59,1240,348
81,6,749,151
81,47,551,294
81,2,772,273
81,50,659,390
81,35,1076,199
81,8,315,217
81,61,578,420
81,56,569,155
81,42,384,225
81,62,588,421
82,9,1002,379
82,22,198,438
82,23,280,514
82,40,939,426
82,59,1230,349
82,6,741,151
82,35,1071,197
82,47,541,295
82,2,768,274
82,42,374,225
82,8,304,217
82,56,560,155
82,50,656,391
82,62,581,420
83,9,997,379
83,22,191,436
83,50,655,392
83,23,274,515
83,2,762,274
83,8,294,217
83,59,1220,350
83,40,935,426
83,47,532,296
83,56,551,155
83,6,734,150
83,35,1067,197
83,62,586,421
83,42,364,226
84,23,267,514
84,50,651,391
84,9,992,380
84,22,183,435
84,35,1063,198
84,6,726,152
84,59,1210,351
84,40,932,425
84,56,542,156
84,62,583,420
84,8,284,217
84,47,523,297
84,42,354,227
84,2,755,274
85,9,989,383
85,23,261,515
85,50,653,389
85,2,750,275
85,22,176,435
85,56,533,156
85,40,931,426
85,62,580,418
85,59,1199,351
85,6,718,153
85,35,1060,198
85,42,343,227
85,47,513,298
85,8,273,217
86,9,987,383
86,23,256,515
86,40,929,426
86,50,650,386
86,22,169,436
86,56,523,156
86,6,710,153
86,59,1189,352
86,8,263,217
86,2,743,276
86,42,332,227
86,35,1058,199
86,47,503,299
86,62,582,418
87,23,250,517
87,9,986,382
87,40,925,427
87,62,584,419
87,50,653,386
87,2,738,277
87,56,514,156
87,59,1179,352
87,6,704,153
87,22,163,437
87,8,250,218
87,42,320,228
87,47,494,299
87,35,1058,200
88,23,247,517
88,22,153,437
88,40,920,425
88,56,504,156
88,47,484,298
88,6,696,154
88,42,308,228
88,50,658,387
88,8,237,217
88,59,1167,351
88,63,988,382
88,2,733,279
88,35,1052,200
88,64,595,419
88,62,585,419
88,9,984,391
88,65,978,405
89,40,911,423
89,22,142,438
89,23,242,518
89,47,473,298
89,42,296,228
89,56,492,156
89,6,689,154
89,35,1049,201
89,62,588,420
89,63,987,374
89,8,225,217
89,65,980,405
89,59,1155,353
89,64,658,387
89,2,729,279
89,50,669,300
90,40,906,420
90,23,233,518
90,22,132,437
90,64,656,385
90,6,681,154
90,35,1041,199
90,42,282,228
90,2,723,281
90,56,482,156
90,8,212,217
90,62,589,420
90,59,1144,353
90,47,462,298
90,63,983,370
90,65,978,405
90,50,658,299
91,22,121,436
91,40,899,418
91,62,585,419
91,59,1132,354
91,6,672,154
91,35,1034,198
91,64,656,380
91,42,268,228
91,56,472,156
91,8,199,218
91,23,227,516
91,63,979,372
91,50,647,300
91,65,975,411
91,66,713,287
91,47,450,298
91,2,716,274
91,67,209,555
92,22,112,434
92,62,582,418
92,23,213,517
92,40,892,417
92,35,1028,199
92,6,662,153
92,64,655,377
92,56,461,157
92,59,1120,354
92,42,254,229
92,47,439,299
92,63,974,389
92,8,185,218
92,65,707,288
92,66,708,277
92,50,638,300
92,2,1274,238
93,22,102,433
93,23,204,517
93,63,969,389
93,62,578,418
93,40,884,417
93,6,653,154
93,47,427,300
93,35,1021,199
93,42,241,229
93,56,451,156
93,59,1107,353
93,64,654,379
93,8,172,217
93,66,708,276
93,65,691,284
93,2,629,301
93,50,701,278
94,23,197,518
94,40,867,415
94,22,93,432
94,63,964,389
94,47,414,300
94,6,643,154
94,42,227,229
94,35,1014,199
94,59,1096,354
94,56,439,156
94,66,701,278
94,50,657,378
94,8,159,218
94,62,580,418
94,65,1270,244
94,2,622,301
94,64,593,423
94,68,196,535
95,22,85,432
95,40,859,412
95,23,187,517
95,63,960,388
95,62,580,419
95,6,635,154
95,59,1084,353
95,42,213,230
95,47,401,300
95,50,653,377
95,56,428,155
95,65,1265,242
95,66,697,280
95,8,145,217
95,35,1010,199
95,2,615,301
96,22,78,434
96,23,181,518
96,40,855,408
96,63,956,392
96,50,652,374
96,47,388,300
96,42,200,230
96,59,1072,353
96,6,627,154
96,56,415,155
96,62,591,421
96,8,131,217
96,65,1261,240
96,35,1007,200
96,66,691,278
96,2,607,301
97,22,75,434
97,23,176,519
97,40,852,407
97,47,377,299
97,50,652,371
97,59,1061,353
97,56,403,155
97,42,186,230
97,6,619,154
97,65,1256,240
97,66,680,280
97,35,1005,199
97,8,118,217
97,62,586,422
97,69,959,388
97,63,955,413
97,2,598,299
97,70,1274,305
98,23,171,520
98,22,67,434
98,40,847,406
98,65,1255,240
98,56,392,155
98,47,365,299
98,6,608,154
98,42,172,230
98,66,677,277
98,50,574,422
98,8,103,217
98,2,651,370
98,62,1048,348
98,35,998,197
98,63,953,411
98,69,956,370
98,59,1050,358
98,70,1273,302
99,23,161,520
99,22,56,434
99,40,839,406
99,62,1036,354
99,6,597,154
99,56,380,155
99,47,354,299
99,65,1253,240
99,2,649,369
99,35,989,197
99,42,157,231
99,50,576,421
99,66,669,274
99,8,88,217
99,69,947,393
99,70,1273,303
100,40,830,403
100,69,942,394
100,22,45,433
100,35,982,199
100,23,148,519
100,56,366,155
100,65,1248,241
100,62,1024,355
100,6,587,155
100,66,661,277
100,50,571,420
100,47,345,299
100,42,142,231
100,2,654,369
100,8,74,217
100,70,1273,308
101,40,819,399
101,23,136,519
101,50,565,420
101,69,935,396
101,66,652,278
101,65,1240,240
101,35,976,199
101,6,576,156
101,22,35,430
101,62,1011,355
101,56,352,155
101,42,127,231
101,8,58,217
101,2,651,369
101,47,334,299
101,71,556,299
101,70,1267,306
102,22,28,429
102,40,815,396
102,65,1230,240
102,50,568,420
102,62,999,355
102,66,644,278
102,69,930,396
102,6,567,155
102,23,127,519
102,2,649,379
102,56,338,155
102,8,44,217
102,35,968,200
102,42,111,231
102,47,322,300
102,70,1259,303
103,23,118,519
103,22,22,429
103,50,566,420
103,8,30,218
103,62,986,355
103,66,638,279
103,69,652,365
103,40,810,395
103,56,326,154
103,2,932,396
103,47,308,301
103,42,97,232
103,65,1226,242
103,6,558,155
103,35,964,201
103,70,1256,301
104,23,108,520
104,22,16,431
104,40,802,395
104,2,931,396
104,50,574,422
104,66,631,280
104,65,1220,243
104,47,295,301
104,8,18,218
104,62,974,356
104,42,82,232
104,69,653,364
104,56,314,153
104,6,551,156
104,35,960,201
104,70,1254,299
104,72,1267,236
105,40,796,393
105,23,101,522
105,62,961,356
105,35,951,200
105,47,282,301
105,6,540,155
105,22,11,433
105,8,10,217
105,2,930,394
105,69,656,364
105,65,1219,243
105,66,625,280
105,42,66,232
105,50,568,425
105,56,302,152
105,70,1251,298
105,72,1271,241
106,69,650,363
106,23,94,523
106,40,784,390
106,47,269,303
106,2,922,392
106,65,1219,243
106,6,530,154
106,35,943,199
106,42,52,232
106,62,949,356
106,66,621,280
106,56,290,151
106,50,562,424
106,22,6,424
106,70,1249,300
106,72,1262,251
106,73,1263,242
107,69,645,361
107,40,778,385
107,23,87,524
107,47,256,303
107,35,935,197
107,6,519,155
107,2,918,391
107,65,1213,243
107,66,614,280
107,42,37,232
107,50,557,425
107,62,937,353
107,56,279,151
107,70,1244,296
107,73,1260,238
108,74,492,297
108,40,771,380
108,35,926,199
108,69,645,361
108,2,914,391
108,6,508,157
108,47,241,303
108,66,606,280
108,70,1236,295
108,23,76,522
108,42,25,233
108,50,552,424
108,65,1204,243
108,56,266,152
108,62,926,354
108,73,1257,231
109,66,598,279
109,50,545,423
109,47,229,303
109,40,764,378
109,23,62,524
109,6,500,156
109,65,1196,242
109,70,1230,293
109,42,12,233
109,69,642,361
109,2,912,392
109,35,920,199
109,74,483,300
109,73,1250,237
109,56,253,152
109,62,915,355
110,23,54,524
110,66,593,278
110,47,216,303
110,50,543,422
110,70,1227,294
110,6,491,156
110,74,474,299
110,40,759,379
110,35,915,200
110,2,911,394
110,69,645,362
110,65,1195,243
110,73,1249,238
110,56,240,152
110,62,903,352
110,42,6,223
110,75,1273,593
111,66,588,278
111,23,45,523
111,47,205,304
111,50,541,422
111,40,754,378
111,56,228,152
111,6,482,157
111,70,1223,293
111,2,908,397
111,62,892,355
111,65,1195,242
111,73,1244,239
111,35,911,201
111,69,648,361
111,42,46,541
111,75,1270,583
